Order,Order Date,Currency,Order Subtotal,Order Shipping Price,Order Tax Total,Order Total,Order Refunded Amount,Fulfillment Date,Fulfillment Type,Fulfillment Status,Channels,Fulfillment Location,Item Quantity,Item SKU,Item Variation,Item Price,Item Options Total Price,Item Total Price,Item ID,Modifier ID
Square Online 1114837357,2025/10/20,USD,19.5,,1.52,23.94,,"10/20/2025, 8:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0005,MTM0536
Square Online 1114837357,2025/10/20,USD,19.5,,1.52,23.94,,"10/20/2025, 8:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
Square Online 1114837357,2025/10/20,USD,19.5,,1.52,23.94,,"10/20/2025, 8:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0016,MTM0536
,2025/10/20,USD,6.5,,0.51,8.01,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.01,MTI0009,MTM0312
,2025/10/20,USD,6.5,,0.51,8.01,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.01,MTI0009,MTM0304
,2025/10/20,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/20,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/20,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,D365253,Regular,6.75,6.75,7.28,MTI0019,MTM0384
,2025/10/20,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/20,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0282
,2025/10/20,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0027,MTM0103
,2025/10/20,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0108
,2025/10/20,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0043
,2025/10/20,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0237
,2025/10/20,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0017,MTM0038
,2025/10/20,USD,6.87,,0.53,8.4,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,3.9,MTI0009,MTM0482
,2025/10/20,USD,6.87,,0.53,8.4,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,3.5,MTI0013,MTM0475
,2025/10/21,USD,6.5,,0.51,9.01,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0021
,2025/10/21,USD,5.5,,0.43,7.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0018,MTM0049
Kiosk,2025/10/21,USD,26.75,,2.08,28.83,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0093
Kiosk,2025/10/21,USD,26.75,,2.08,28.83,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0080
Kiosk,2025/10/21,USD,26.75,,2.08,28.83,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,6.75,7.27,MTI0022,MTM0167
Kiosk,2025/10/21,USD,26.75,,2.08,28.83,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0169
,2025/10/21,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0155
Kiosk,2025/10/21,USD,8.0,,0.62,9.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,645689Z,Regular,7.0,8.0,8.62,MTI0029,MTM0265
Kiosk,2025/10/21,USD,13.25,,1.03,14.28,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
Kiosk,2025/10/21,USD,13.25,,1.03,14.28,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0027,MTM0004
Kiosk,2025/10/21,USD,7.0,,0.54,8.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/21,USD,6.0,,0.47,7.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0027,MTM0536
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.25,7.0,7.54,MTI0024,MTM0103
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.25,7.0,7.54,MTI0026,MTM0050
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.5,7.25,7.82,MTI0009,MTM0462
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0430
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.75,8.36,MTI0030,MTM0231
DoorDash,2025/10/21,USD,44.25,,3.44,47.69,,"10/21/2025, 12:49 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.25,8.0,8.62,MTI0002,MTM0567
Kiosk,2025/10/21,USD,12.5,,0.97,14.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0555
Kiosk,2025/10/21,USD,12.5,,0.97,14.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0007,MTM0524
,2025/10/21,USD,13.0,,1.01,15.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.0,MTI0022,MTM0085
,2025/10/21,USD,13.0,,1.01,15.01,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0088
,2025/10/21,USD,13.75,,1.07,17.57,,,,,Mosa Tea,Mosa Tea,1,D365253,Regular,6.75,6.75,7.28,MTI0019,MTM0415
,2025/10/21,USD,13.75,,1.07,17.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0069
,2025/10/21,USD,12.75,,0.99,15.65,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0190
,2025/10/21,USD,12.75,,0.99,15.65,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0022,MTM0115
,2025/10/21,USD,13.75,,1.07,17.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/21,USD,13.75,,1.07,17.57,,,,,Mosa Tea,Mosa Tea,1,D365253,Regular,6.75,6.75,7.28,MTI0019,MTM0408
,2025/10/21,USD,14.5,,1.13,16.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0556
,2025/10/21,USD,14.5,,1.13,16.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0031,MTM0080
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0093
,2025/10/21,USD,7.5,,0.58,8.08,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0001,MTM0085
,2025/10/21,USD,20.75,,1.61,22.36,,,,,Mosa Tea,Mosa Tea,2,,,6.0,8.0,15.09,MTI0034,MTM0085
,2025/10/21,USD,20.75,,1.61,22.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0080
,2025/10/21,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0015,MTM0452
,2025/10/21,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0512
,2025/10/21,USD,13.75,,1.07,15.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/21,USD,13.75,,1.07,15.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0027,MTM0070
,2025/10/21,USD,7.25,,0.56,8.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0190
,2025/10/21,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0169
,2025/10/21,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0249
,2025/10/21,USD,14.75,,1.15,15.9,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,7.75,8.35,MTI0029,MTM0191
,2025/10/21,USD,14.75,,1.15,15.9,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.0,7.55,MTI0010,MTM0328
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0023
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0023
,2025/10/21,USD,13.5,,1.05,17.25,,,,,Mosa Tea,Mosa Tea,2,D365253,Regular,6.75,6.75,14.55,MTI0019,MTM0407
,2025/10/21,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0003
,2025/10/21,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0057
,2025/10/21,USD,7.5,,0.58,8.08,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0537
,2025/10/21,USD,7.75,,0.6,8.35,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.75,8.35,MTI0021,MTM0026
,2025/10/21,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.27,MTI0025,MTM0004
Kiosk,2025/10/21,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0027,MTM0236
,2025/10/21,USD,19.75,,1.53,23.28,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0566
,2025/10/21,USD,19.75,,1.53,23.28,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0007,MTM0049
,2025/10/21,USD,19.75,,1.53,23.28,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
Kiosk,2025/10/21,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0043
Kiosk,2025/10/21,USD,6.0,,0.47,6.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0207
Kiosk,2025/10/21,USD,6.0,,0.47,6.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0214
Square Online 35229556,2025/10/21,USD,13.0,,1.01,14.01,,"10/21/2025, 4:40 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.0,MTI0009,MTM0503
Square Online 35229556,2025/10/21,USD,13.0,,1.01,14.01,,"10/21/2025, 4:40 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0069
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0155
,2025/10/21,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0190
,2025/10/21,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.75,7.28,MTI0037,MTM0545
,2025/10/21,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.0,7.54,MTI0010,MTM0322
,2025/10/21,USD,20.25,,1.57,21.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0546
,2025/10/21,USD,20.25,,1.57,21.82,,,,,Mosa Tea,Mosa Tea,2,,Regular,6.75,6.75,14.55,MTI0020,MTM0169
,2025/10/21,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,8.0,8.62,MTI0015,MTM0485
,2025/10/21,USD,8.25,,0.64,9.89,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,8.25,8.89,MTI0014,MTM0442
,2025/10/21,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.25,7.81,MTI0035,MTM0545
,2025/10/21,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
,2025/10/21,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0031,MTM0155
,2025/10/21,USD,5.5,,0.43,6.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0018,MTM0049
,2025/10/21,USD,14.25,,1.11,17.5,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0518
,2025/10/21,USD,14.25,,1.11,17.5,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0062
DoorDash,2025/10/21,USD,21.25,,1.65,22.9,,"10/21/2025, 5:31 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0027,MTM0149
DoorDash,2025/10/21,USD,21.25,,1.65,22.9,,"10/21/2025, 5:31 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,7.0,7.55,MTI0034,MTM0247
DoorDash,2025/10/21,USD,21.25,,1.65,22.9,,"10/21/2025, 5:31 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0128
Point of Sale,2025/10/21,USD,0.0,,0.0,0.0,,"10/21/2025, 5:43 PM",Check,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.54,7.54,0.0,MTI0008,
Square Online 655441661,2025/10/21,USD,13.5,,1.05,14.55,,"10/21/2025, 6:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,7.0,7.54,MTI0029,MTM0190
Square Online 655441661,2025/10/21,USD,13.5,,1.05,14.55,,"10/21/2025, 6:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0022,MTM0148
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0027,MTM0097
,2025/10/21,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0430
,2025/10/21,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,8.0,8.62,MTI0029,MTM0203
,2025/10/21,USD,14.75,,1.15,15.9,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.75,8.35,MTI0010,MTM0301
,2025/10/21,USD,14.75,,1.15,15.9,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0003
,2025/10/21,USD,13.25,,1.03,16.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0155
,2025/10/21,USD,13.25,,1.03,16.93,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.01,MTI0013,MTM0481
DoorDash,2025/10/21,USD,35.75,,2.16,37.91,,"10/21/2025, 6:37 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,6.0,6.36,MTI0027,MTM0003
DoorDash,2025/10/21,USD,35.75,,2.16,37.91,,"10/21/2025, 6:37 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.75,6.75,7.16,MTI0021,MTM0037
DoorDash,2025/10/21,USD,35.75,,2.16,37.91,,"10/21/2025, 6:37 PM",Pickup,Completed,DoorDash,Mosa Tea,2,,Regular,6.5,8.5,15.91,MTI0001,MTM0007
DoorDash,2025/10/21,USD,35.75,,2.16,37.91,,"10/21/2025, 6:37 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,8.0,8.48,MTI0030,MTM0073
Square Online 600137984,2025/10/21,USD,14.0,,1.09,17.19,,"10/21/2025, 6:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0155
Square Online 600137984,2025/10/21,USD,14.0,,1.09,17.19,,"10/21/2025, 6:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0208
,2025/10/21,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0037,MTM0149
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/21,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0014
,2025/10/21,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0035,MTM0267
,2025/10/21,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0003
,2025/10/21,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,,,7.0,8.0,8.62,MTI0010,MTM0370
DoorDash - Storefront,2025/10/21,USD,14.0,,1.09,15.09,,"10/21/2025, 7:03 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
DoorDash - Storefront,2025/10/21,USD,14.0,,1.09,15.09,,"10/21/2025, 7:03 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0031,MTM0023
,2025/10/21,USD,16.5,,1.28,21.08,,,,,Mosa Tea,Mosa Tea,2,,Regular,7.25,9.25,17.78,MTI0002,MTM0061
,2025/10/21,USD,8.25,,0.64,9.89,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0067
,2025/10/21,USD,7.25,,0.56,8.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0057
,2025/10/21,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0137
,2025/10/21,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0031,MTM0155
,2025/10/21,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0070
,2025/10/21,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,8.0,0.0,MTI0029,MTM0060
,2025/10/21,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0014
Kiosk,2025/10/21,USD,11.5,,0.89,14.11,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,6.0,6.46,MTI0034,MTM0524
Kiosk,2025/10/21,USD,11.5,,0.89,14.11,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0007,MTM0555
,2025/10/21,USD,18.45,,1.43,19.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,6.55,MTI0017,MTM0170
,2025/10/21,USD,18.45,,1.43,19.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,6.79,MTI0017,MTM0140
,2025/10/21,USD,18.45,,1.43,19.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,6.54,MTI0017,MTM0138
,2025/10/21,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0155
,2025/10/21,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.0,7.54,MTI0010,MTM0358
,2025/10/21,USD,14.0,,1.09,17.19,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0155
Kiosk,2025/10/21,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0043
Kiosk,2025/10/21,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0006,MTM0242
,2025/10/21,USD,6.25,,0.49,6.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.25,6.25,6.74,MTI0032,MTM0037
Kiosk,2025/10/21,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0524
,2025/10/21,USD,8.0,,0.62,8.62,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,8.0,8.62,MTI0029,MTM0135
,2025/10/22,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,7.0,7.54,MTI0029,MTM0057
,2025/10/22,USD,13.0,,1.01,14.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0169
,2025/10/22,USD,13.0,,1.01,14.01,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0037
,2025/10/22,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/22,USD,13.75,,1.07,16.88,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0003
,2025/10/22,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0190
,2025/10/22,USD,14.0,,1.09,15.09,,,,,Mosa Tea,Mosa Tea,1,D365253,Regular,6.75,6.75,7.28,MTI0019,MTM0421
,2025/10/22,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0032
,2025/10/22,USD,6.25,,0.49,6.74,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.25,6.74,MTI0036,MTM0019
Square Online 1952494513,2025/10/22,USD,16.0,,1.24,17.24,,"10/22/2025, 1:15 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.25,9.0,9.7,MTI0002,MTM0194
Square Online 1952494513,2025/10/22,USD,16.0,,1.24,17.24,,"10/22/2025, 1:15 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0160
,2025/10/22,USD,27.0,,2.1,31.0,,,,,Mosa Tea,Mosa Tea,2,,Regular,6.0,8.0,15.09,MTI0017,MTM0045
,2025/10/22,USD,27.0,,2.1,31.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0017,MTM0028
,2025/10/22,USD,27.0,,2.1,31.0,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0023
DoorDash,2025/10/22,USD,12.75,,0.69,13.44,,"10/22/2025, 12:51 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,6.0,6.32,MTI0034,MTM0169
DoorDash,2025/10/22,USD,12.75,,0.69,13.44,,"10/22/2025, 12:51 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,6.75,7.12,MTI0034,MTM0099
,2025/10/22,USD,14.5,,1.13,15.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.75,8.35,MTI0017,MTM0232
,2025/10/22,USD,14.5,,1.13,15.63,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0017,MTM0222
DoorDash,2025/10/22,USD,22.25,,1.73,23.98,,"10/22/2025, 1:09 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.25,7.25,7.81,MTI0024,MTM0098
DoorDash,2025/10/22,USD,22.25,,1.73,23.98,,"10/22/2025, 1:09 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0015,MTM0336
DoorDash,2025/10/22,USD,22.25,,1.73,23.98,,"10/22/2025, 1:09 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.5,7.5,8.09,MTI0015,MTM0351
,2025/10/22,USD,14.0,,1.09,17.09,,,,,Mosa Tea,Mosa Tea,2,,,7.0,7.0,15.09,MTI0010,MTM0470
,2025/10/22,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,0.0,MTI0030,MTM0003
,2025/10/22,USD,7.25,,0.56,8.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0057
,2025/10/22,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,7.0,7.54,MTI0029,MTM0057
,2025/10/22,USD,5.5,,0.43,5.93,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0022,MTM0145
Kiosk,2025/10/22,USD,6.25,,0.49,7.74,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,5.5,6.25,6.74,MTI0018,MTM0146
Kiosk,2025/10/22,USD,8.25,,0.64,8.89,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0265
DoorDash,2025/10/22,USD,15.0,,0.82,15.82,,"10/22/2025, 1:42 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.0,7.38,MTI0030,MTM0093
DoorDash,2025/10/22,USD,15.0,,0.82,15.82,,"10/22/2025, 1:42 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,7.0,8.0,8.44,MTI0010,MTM0335
,2025/10/22,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,645689Z,Regular,7.0,7.0,7.54,MTI0029,MTM0128
